"person_id","preference","region"
2129,"Coffee","Urban"
2130,"Coffee","Rural"
2131,"Tea","Urban"
2132,"Coffee","Urban"
2133,"Coffee","Urban"
2134,"Tea","Urban"
2135,"Coffee","Rural"
2136,"Tea","Urban"
2137,"Tea","Urban"
2138,"Coffee","Rural"
2139,"Coffee","Rural"
2140,"Coffee","Urban"
2141,"Tea","Rural"
2142,"Tea","Urban"
2143,"Coffee","Urban"
2144,"Coffee","Urban"
2145,"Tea","Urban"
2146,"Tea","Urban"
2147,"Tea","Urban"
2148,"Tea","Urban"
2149,"Tea","Rural"
2150,"Tea","Rural"
2151,"Tea","Urban"
2152,"Tea","Rural"
2153,"Coffee","Rural"
2154,"Coffee","Urban"
2155,"Coffee","Urban"
2156,"Coffee","Urban"
2157,"Tea","Urban"
2158,"Tea","Rural"
2159,"Tea","Urban"
2160,"Coffee","Urban"
2161,"Tea","Rural"
2162,"Coffee","Urban"
2163,"Tea","Rural"
2164,"Coffee","Rural"
2165,"Tea","Urban"
2166,"Coffee","Rural"
2167,"Tea","Urban"
2168,"Tea","Rural"
2169,"Coffee","Rural"
2170,"Coffee","Urban"
2171,"Coffee","Urban"
2172,"Coffee","Urban"
2173,"Coffee","Urban"
2174,"Coffee","Urban"
2175,"Tea","Rural"
2176,"Tea","Urban"
2177,"Tea","Urban"
2178,"Tea","Rural"
2179,"Coffee","Urban"
2180,"Tea","Rural"
2181,"Coffee","Rural"
2182,"Tea","Rural"
2183,"Coffee","Urban"
2184,"Tea","Urban"
2185,"Tea","Rural"
2186,"Coffee","Urban"
2187,"Tea","Rural"
2188,"Coffee","Rural"
2189,"Tea","Urban"
2190,"Tea","Rural"
2191,"Tea","Rural"
2192,"Coffee","Urban"
2193,"Coffee","Rural"
2194,"Coffee","Rural"
2195,"Tea","Rural"
2196,"Coffee","Rural"
2197,"Coffee","Rural"
2198,"Tea","Urban"
2199,"Tea","Urban"
2200,"Coffee","Urban"
2201,"Coffee","Rural"
2202,"Coffee","Rural"
2203,"Coffee","Rural"
2204,"Tea","Urban"
2205,"Coffee","Urban"
2206,"Tea","Urban"
2207,"Coffee","Urban"
2208,"Tea","Rural"
2209,"Tea","Urban"
2210,"Coffee","Urban"
2211,"Tea","Urban"
2212,"Coffee","Rural"
2213,"Coffee","Urban"
2214,"Coffee","Urban"
2215,"Coffee","Urban"
2216,"Tea","Urban"
2217,"Tea","Urban"
2218,"Coffee","Rural"
2219,"Coffee","Urban"
2220,"Tea","Urban"
2221,"Coffee","Urban"
2222,"Coffee","Rural"
2223,"Tea","Rural"
2224,"Coffee","Urban"
2225,"Tea","Rural"
2226,"Tea","Urban"
2227,"Coffee","Urban"
2228,"Coffee","Urban"
2229,"Coffee","Rural"
2230,"Coffee","Urban"
2231,"Tea","Rural"
2232,"Coffee","Rural"
2233,"Tea","Urban"
2234,"Tea","Rural"
2235,"Tea","Urban"
2236,"Tea","Urban"
2237,"Coffee","Rural"
2238,"Tea","Urban"
2239,"Coffee","Urban"
2240,"Coffee","Rural"
2241,"Coffee","Urban"
2242,"Coffee","Rural"
2243,"Coffee","Urban"
2244,"Tea","Rural"
2245,"Coffee","Rural"
2246,"Coffee","Rural"
2247,"Tea","Urban"
2248,"Coffee","Rural"
2249,"Tea","Urban"
2250,"Coffee","Urban"
2251,"Tea","Rural"
2252,"Coffee","Rural"
2253,"Coffee","Urban"
2254,"Coffee","Rural"
2255,"Coffee","Urban"
2256,"Tea","Urban"
2257,"Coffee","Rural"
2258,"Coffee","Urban"
2259,"Coffee","Urban"
2260,"Coffee","Rural"
2261,"Tea","Rural"
2262,"Tea","Rural"
2263,"Tea","Urban"
2264,"Coffee","Urban"
2265,"Coffee","Rural"
2266,"Coffee","Urban"
2267,"Tea","Urban"
2268,"Coffee","Rural"
2269,"Coffee","Urban"
2270,"Coffee","Urban"
2271,"Coffee","Urban"
2272,"Tea","Urban"
2273,"Tea","Urban"
2274,"Coffee","Urban"
2275,"Coffee","Rural"
2276,"Tea","Rural"
2277,"Tea","Rural"
2278,"Coffee","Urban"
2279,"Coffee","Urban"
2280,"Coffee","Urban"
2281,"Coffee","Urban"
2282,"Coffee","Rural"
2283,"Tea","Urban"
2284,"Tea","Urban"
2285,"Coffee","Urban"
2286,"Coffee","Urban"
2287,"Tea","Urban"
2288,"Coffee","Urban"
2289,"Tea","Rural"
2290,"Coffee","Urban"
2291,"Coffee","Urban"
2292,"Tea","Rural"
2293,"Tea","Urban"
2294,"Coffee","Urban"
2295,"Tea","Rural"
2296,"Coffee","Urban"
2297,"Coffee","Urban"
2298,"Tea","Rural"
2299,"Coffee","Rural"
2300,"Coffee","Rural"
2301,"Tea","Urban"
2302,"Coffee","Rural"
2303,"Tea","Urban"
2304,"Tea","Rural"
2305,"Coffee","Rural"
2306,"Coffee","Urban"
2307,"Coffee","Urban"
2308,"Tea","Rural"
2309,"Tea","Rural"
2310,"Coffee","Urban"
2311,"Coffee","Urban"
2312,"Tea","Urban"
2313,"Coffee","Urban"
2314,"Coffee","Rural"
2315,"Coffee","Rural"
2316,"Tea","Rural"
2317,"Coffee","Urban"
2318,"Coffee","Rural"
2319,"Tea","Urban"
2320,"Coffee","Urban"
2321,"Tea","Rural"
2322,"Coffee","Urban"
2323,"Coffee","Urban"
2324,"Tea","Rural"
2325,"Coffee","Urban"
2326,"Coffee","Urban"
2327,"Tea","Urban"
2328,"Coffee","Urban"
2329,"Tea","Urban"
2330,"Coffee","Urban"
2331,"Tea","Urban"
2332,"Tea","Urban"
2333,"Coffee","Rural"
2334,"Tea","Rural"
2335,"Coffee","Rural"
2336,"Tea","Urban"
2337,"Coffee","Urban"
2338,"Coffee","Rural"
2339,"Tea","Rural"
2340,"Tea","Rural"
2341,"Coffee","Rural"
2342,"Tea","Urban"
2343,"Coffee","Rural"
2344,"Tea","Rural"
2345,"Tea","Urban"
2346,"Tea","Urban"
2347,"Tea","Urban"
2348,"Tea","Urban"
2349,"Tea","Urban"
2350,"Coffee","Urban"
2351,"Tea","Rural"
2352,"Coffee","Rural"
2353,"Coffee","Urban"
2354,"Tea","Rural"
2355,"Coffee","Urban"
2356,"Tea","Urban"
2357,"Coffee","Urban"
2358,"Coffee","Urban"
2359,"Coffee","Urban"
2360,"Tea","Urban"
2361,"Coffee","Urban"
2362,"Coffee","Rural"
2363,"Coffee","Urban"
2364,"Coffee","Rural"
2365,"Coffee","Urban"
2366,"Coffee","Urban"
2367,"Coffee","Urban"
2368,"Tea","Rural"
2369,"Tea","Rural"
2370,"Coffee","Urban"
2371,"Coffee","Rural"
2372,"Coffee","Urban"
2373,"Coffee","Urban"
2374,"Tea","Urban"
2375,"Coffee","Urban"
2376,"Coffee","Urban"
2377,"Tea","Rural"
2378,"Coffee","Urban"
2379,"Coffee","Urban"
2380,"Coffee","Rural"
2381,"Coffee","Urban"
2382,"Coffee","Urban"
2383,"Coffee","Rural"
2384,"Tea","Urban"
2385,"Coffee","Rural"
2386,"Coffee","Urban"
2387,"Coffee","Urban"
2388,"Coffee","Rural"
2389,"Coffee","Urban"
2390,"Coffee","Rural"
2391,"Tea","Urban"
2392,"Coffee","Urban"
2393,"Tea","Urban"
2394,"Tea","Urban"
2395,"Tea","Rural"
2396,"Coffee","Rural"
2397,"Coffee","Urban"
2398,"Coffee","Urban"
2399,"Tea","Rural"
2400,"Tea","Rural"
2401,"Tea","Rural"
2402,"Coffee","Rural"
2403,"Coffee","Urban"
2404,"Coffee","Rural"
2405,"Coffee","Rural"
2406,"Coffee","Urban"
2407,"Coffee","Urban"
2408,"Coffee","Rural"
2409,"Coffee","Rural"
2410,"Tea","Urban"
2411,"Coffee","Rural"
2412,"Tea","Rural"
2413,"Coffee","Urban"
2414,"Coffee","Urban"
2415,"Coffee","Rural"
2416,"Coffee","Urban"
2417,"Coffee","Urban"
2418,"Coffee","Urban"
2419,"Coffee","Rural"
2420,"Coffee","Urban"
2421,"Tea","Urban"
2422,"Coffee","Rural"
2423,"Tea","Urban"
2424,"Tea","Urban"
2425,"Coffee","Rural"
2426,"Tea","Urban"
2427,"Tea","Urban"
2428,"Coffee","Rural"
2429,"Coffee","Urban"
2430,"Coffee","Rural"
2431,"Coffee","Rural"
2432,"Coffee","Urban"
2433,"Coffee","Urban"
2434,"Tea","Rural"
2435,"Coffee","Urban"
2436,"Coffee","Urban"
2437,"Tea","Urban"
2438,"Tea","Rural"
2439,"Coffee","Urban"
2440,"Tea","Rural"
2441,"Tea","Rural"
2442,"Tea","Urban"
2443,"Coffee","Urban"
2444,"Coffee","Urban"
2445,"Tea","Urban"
2446,"Tea","Rural"
2447,"Coffee","Urban"
2448,"Coffee","Urban"
2449,"Tea","Urban"
2450,"Tea","Urban"
2451,"Coffee","Rural"
2452,"Tea","Urban"
2453,"Coffee","Urban"
2454,"Tea","Rural"
2455,"Tea","Rural"
2456,"Tea","Rural"
2457,"Coffee","Rural"
2458,"Tea","Urban"
2459,"Coffee","Rural"
2460,"Tea","Urban"
2461,"Coffee","Urban"
2462,"Coffee","Rural"
2463,"Tea","Rural"
2464,"Coffee","Urban"
2465,"Coffee","Urban"
2466,"Tea","Urban"
2467,"Coffee","Urban"
2468,"Tea","Urban"
2469,"Coffee","Urban"
2470,"Coffee","Urban"
2471,"Tea","Urban"
2472,"Tea","Urban"
2473,"Tea","Urban"
2474,"Coffee","Urban"
2475,"Coffee","Urban"
2476,"Tea","Urban"
2477,"Tea","Rural"
2478,"Tea","Urban"
2479,"Coffee","Rural"
2480,"Tea","Urban"
2481,"Tea","Urban"
2482,"Coffee","Urban"
2483,"Tea","Rural"
2484,"Coffee","Urban"
2485,"Tea","Rural"
2486,"Tea","Urban"
2487,"Coffee","Urban"
2488,"Tea","Rural"
2489,"Tea","Urban"
2490,"Tea","Rural"
2491,"Tea","Rural"
2492,"Coffee","Urban"
2493,"Tea","Urban"
2494,"Tea","Rural"
2495,"Tea","Rural"
2496,"Coffee","Rural"
2497,"Tea","Rural"
2498,"Coffee","Urban"
2499,"Coffee","Rural"
2500,"Tea","Urban"
2501,"Coffee","Rural"
2502,"Coffee","Rural"
2503,"Coffee","Rural"
2504,"Tea","Urban"
2505,"Coffee","Rural"
2506,"Tea","Urban"
2507,"Tea","Rural"
2508,"Coffee","Rural"
2509,"Coffee","Rural"
2510,"Coffee","Urban"
2511,"Tea","Urban"
2512,"Tea","Urban"
2513,"Tea","Urban"
2514,"Coffee","Urban"
2515,"Tea","Rural"
2516,"Tea","Rural"
2517,"Tea","Urban"
2518,"Coffee","Rural"
2519,"Coffee","Urban"
2520,"Coffee","Urban"
2521,"Coffee","Rural"
2522,"Coffee","Rural"
2523,"Tea","Rural"
2524,"Coffee","Urban"
2525,"Coffee","Urban"
2526,"Tea","Rural"
2527,"Coffee","Urban"
2528,"Tea","Urban"
2529,"Coffee","Urban"
2530,"Tea","Rural"
2531,"Tea","Rural"
2532,"Coffee","Urban"
2533,"Coffee","Rural"
2534,"Tea","Urban"
2535,"Coffee","Rural"
2536,"Tea","Urban"
2537,"Coffee","Urban"
2538,"Tea","Rural"
2539,"Coffee","Rural"
2540,"Coffee","Rural"
2541,"Coffee","Rural"
2542,"Tea","Urban"
2543,"Coffee","Rural"
2544,"Coffee","Rural"
2545,"Tea","Rural"
2546,"Coffee","Rural"
2547,"Coffee","Urban"
2548,"Coffee","Rural"
2549,"Coffee","Urban"
2550,"Coffee","Urban"
2551,"Coffee","Urban"
2552,"Coffee","Urban"
2553,"Coffee","Urban"
2554,"Coffee","Urban"
2555,"Tea","Rural"
2556,"Coffee","Urban"
2557,"Coffee","Urban"
2558,"Tea","Urban"
2559,"Tea","Urban"
2560,"Coffee","Urban"
2561,"Coffee","Urban"
2562,"Tea","Rural"
2563,"Coffee","Urban"
2564,"Tea","Urban"
2565,"Coffee","Urban"
2566,"Coffee","Rural"
2567,"Tea","Urban"
2568,"Coffee","Urban"
2569,"Coffee","Urban"
2570,"Coffee","Rural"
2571,"Coffee","Urban"
2572,"Coffee","Urban"
2573,"Coffee","Urban"
2574,"Coffee","Urban"
2575,"Coffee","Urban"
2576,"Tea","Urban"
2577,"Coffee","Urban"
2578,"Coffee","Urban"
2579,"Tea","Urban"
2580,"Coffee","Rural"
2581,"Tea","Rural"
2582,"Coffee","Urban"
2583,"Coffee","Rural"
2584,"Coffee","Urban"
2585,"Tea","Urban"
2586,"Coffee","Urban"
2587,"Tea","Rural"
2588,"Coffee","Rural"
2589,"Coffee","Urban"
2590,"Coffee","Urban"
2591,"Coffee","Urban"
2592,"Coffee","Rural"
2593,"Tea","Rural"
2594,"Coffee","Urban"
2595,"Coffee","Urban"
2596,"Coffee","Rural"
2597,"Coffee","Urban"
2598,"Coffee","Rural"
2599,"Tea","Rural"
2600,"Coffee","Urban"
2601,"Tea","Urban"
2602,"Coffee","Rural"
2603,"Coffee","Urban"
2604,"Coffee","Rural"
2605,"Tea","Urban"
2606,"Coffee","Urban"
2607,"Coffee","Rural"
2608,"Coffee","Urban"
2609,"Tea","Rural"
2610,"Coffee","Urban"
2611,"Coffee","Rural"
2612,"Coffee","Urban"
2613,"Coffee","Urban"
2614,"Coffee","Urban"
2615,"Coffee","Urban"
2616,"Coffee","Rural"
2617,"Coffee","Urban"
2618,"Tea","Urban"
2619,"Coffee","Urban"
2620,"Coffee","Rural"
2621,"Coffee","Rural"
2622,"Tea","Urban"
2623,"Coffee","Urban"
2624,"Coffee","Rural"
2625,"Coffee","Rural"
2626,"Coffee","Urban"
2627,"Coffee","Urban"
2628,"Tea","Urban"
2629,"Tea","Urban"
2630,"Tea","Urban"
2631,"Coffee","Rural"
2632,"Coffee","Rural"
2633,"Coffee","Urban"
2634,"Tea","Urban"
2635,"Coffee","Urban"
2636,"Coffee","Urban"
2637,"Tea","Rural"
2638,"Tea","Rural"
2639,"Coffee","Rural"
2640,"Coffee","Urban"
2641,"Tea","Urban"
2642,"Coffee","Rural"
2643,"Coffee","Urban"
2644,"Coffee","Urban"
2645,"Coffee","Rural"
2646,"Tea","Rural"
2647,"Tea","Rural"
2648,"Coffee","Urban"
2649,"Coffee","Urban"
2650,"Tea","Urban"
2651,"Coffee","Rural"
2652,"Coffee","Rural"
2653,"Tea","Rural"
2654,"Coffee","Urban"
2655,"Tea","Urban"
2656,"Coffee","Rural"
2657,"Tea","Urban"
2658,"Tea","Rural"
2659,"Coffee","Urban"
2660,"Tea","Rural"
2661,"Coffee","Urban"
2662,"Coffee","Urban"
2663,"Tea","Rural"
2664,"Coffee","Urban"
2665,"Coffee","Urban"
2666,"Coffee","Rural"
2667,"Coffee","Urban"
2668,"Coffee","Urban"
2669,"Tea","Urban"
2670,"Coffee","Urban"
2671,"Coffee","Urban"
2672,"Coffee","Urban"
2673,"Coffee","Rural"
2674,"Coffee","Urban"
2675,"Coffee","Urban"
2676,"Coffee","Urban"
2677,"Coffee","Urban"
2678,"Tea","Rural"
2679,"Coffee","Urban"
2680,"Coffee","Urban"
2681,"Tea","Urban"
2682,"Coffee","Urban"
2683,"Tea","Rural"
2684,"Tea","Rural"
2685,"Coffee","Urban"
2686,"Tea","Rural"
2687,"Tea","Urban"
2688,"Tea","Rural"
2689,"Coffee","Urban"
2690,"Coffee","Rural"
2691,"Coffee","Urban"
2692,"Coffee","Urban"
2693,"Tea","Urban"
2694,"Tea","Urban"
2695,"Coffee","Rural"
2696,"Tea","Rural"
2697,"Tea","Urban"
2698,"Tea","Rural"
2699,"Coffee","Rural"
2700,"Tea","Rural"
2701,"Coffee","Urban"
2702,"Coffee","Rural"
2703,"Tea","Urban"
2704,"Coffee","Rural"
2705,"Tea","Urban"
2706,"Tea","Rural"
2707,"Tea","Rural"
2708,"Coffee","Rural"
2709,"Coffee","Rural"
2710,"Coffee","Urban"
2711,"Coffee","Rural"
2712,"Coffee","Urban"
2713,"Tea","Urban"
2714,"Tea","Urban"
2715,"Coffee","Urban"
2716,"Coffee","Rural"
2717,"Tea","Urban"
2718,"Coffee","Urban"
2719,"Coffee","Rural"
2720,"Coffee","Urban"
2721,"Tea","Rural"
2722,"Coffee","Urban"
2723,"Coffee","Urban"
2724,"Tea","Rural"
2725,"Coffee","Rural"
2726,"Coffee","Rural"
2727,"Coffee","Rural"
2728,"Coffee","Urban"
2729,"Tea","Urban"
2730,"Coffee","Urban"
2731,"Coffee","Urban"
2732,"Tea","Rural"
2733,"Coffee","Rural"
2734,"Coffee","Urban"
2735,"Coffee","Rural"
2736,"Tea","Urban"
2737,"Tea","Rural"
2738,"Coffee","Rural"
2739,"Coffee","Rural"
2740,"Coffee","Rural"
2741,"Tea","Urban"
2742,"Coffee","Urban"
2743,"Coffee","Urban"
2744,"Tea","Urban"
2745,"Coffee","Rural"
2746,"Coffee","Rural"
2747,"Tea","Urban"
2748,"Coffee","Urban"
2749,"Tea","Urban"
2750,"Tea","Urban"
2751,"Coffee","Rural"
2752,"Coffee","Urban"
2753,"Coffee","Urban"
2754,"Coffee","Urban"
2755,"Coffee","Urban"
2756,"Tea","Urban"
2757,"Coffee","Urban"
2758,"Coffee","Rural"
2759,"Coffee","Rural"
2760,"Coffee","Urban"
2761,"Tea","Rural"
2762,"Tea","Urban"
2763,"Coffee","Rural"
2764,"Coffee","Urban"
2765,"Coffee","Rural"
2766,"Coffee","Urban"
2767,"Coffee","Rural"
2768,"Tea","Urban"
2769,"Tea","Rural"
2770,"Tea","Urban"
2771,"Coffee","Urban"
2772,"Tea","Urban"
2773,"Tea","Urban"
2774,"Coffee","Urban"
2775,"Coffee","Urban"
2776,"Tea","Rural"
2777,"Coffee","Rural"
2778,"Tea","Urban"
2779,"Coffee","Urban"
2780,"Coffee","Urban"
2781,"Tea","Urban"
2782,"Tea","Rural"
2783,"Coffee","Urban"
2784,"Coffee","Rural"
2785,"Tea","Rural"
2786,"Coffee","Urban"
2787,"Tea","Rural"
2788,"Coffee","Urban"
2789,"Coffee","Rural"
2790,"Tea","Rural"
2791,"Coffee","Urban"
2792,"Coffee","Urban"
2793,"Coffee","Rural"
2794,"Coffee","Urban"
2795,"Tea","Rural"
2796,"Tea","Urban"
2797,"Tea","Urban"
2798,"Tea","Rural"
2799,"Coffee","Urban"
2800,"Coffee","Rural"
2801,"Coffee","Urban"
2802,"Coffee","Urban"
2803,"Coffee","Urban"
2804,"Tea","Urban"
2805,"Coffee","Rural"
2806,"Tea","Rural"
2807,"Tea","Urban"
2808,"Coffee","Rural"
2809,"Coffee","Urban"
2810,"Coffee","Rural"
2811,"Coffee","Rural"
2812,"Tea","Urban"
2813,"Coffee","Rural"
2814,"Tea","Rural"
2815,"Tea","Rural"
2816,"Coffee","Urban"
2817,"Tea","Urban"
2818,"Coffee","Rural"
2819,"Tea","Urban"
2820,"Coffee","Rural"
2821,"Coffee","Urban"
2822,"Coffee","Urban"
2823,"Tea","Rural"
2824,"Tea","Rural"
2825,"Tea","Urban"
2826,"Coffee","Urban"
2827,"Tea","Rural"
2828,"Coffee","Urban"
2829,"Tea","Rural"
2830,"Coffee","Urban"
2831,"Coffee","Rural"
2832,"Coffee","Urban"
2833,"Tea","Rural"
2834,"Coffee","Rural"
2835,"Coffee","Urban"
2836,"Coffee","Urban"
2837,"Tea","Rural"
2838,"Coffee","Urban"
2839,"Tea","Rural"
2840,"Coffee","Rural"
2841,"Coffee","Urban"
2842,"Coffee","Urban"
2843,"Coffee","Rural"
2844,"Coffee","Rural"
2845,"Coffee","Rural"
2846,"Coffee","Rural"
2847,"Tea","Rural"
2848,"Coffee","Urban"
2849,"Tea","Urban"
2850,"Tea","Urban"
2851,"Tea","Rural"
2852,"Tea","Urban"
2853,"Tea","Urban"
2854,"Coffee","Urban"
2855,"Tea","Rural"
2856,"Coffee","Urban"
2857,"Tea","Urban"
2858,"Coffee","Rural"
2859,"Coffee","Urban"
2860,"Tea","Rural"
2861,"Tea","Rural"
2862,"Tea","Urban"
2863,"Tea","Urban"
2864,"Tea","Urban"
2865,"Coffee","Rural"
2866,"Coffee","Rural"
2867,"Coffee","Rural"
2868,"Tea","Rural"
2869,"Coffee","Urban"
2870,"Coffee","Urban"
2871,"Coffee","Rural"
2872,"Tea","Urban"
2873,"Tea","Urban"
2874,"Tea","Urban"
2875,"Coffee","Rural"
2876,"Coffee","Rural"
2877,"Coffee","Urban"
2878,"Coffee","Urban"
2879,"Tea","Urban"
2880,"Coffee","Rural"
2881,"Coffee","Urban"
2882,"Tea","Rural"
2883,"Tea","Rural"
2884,"Tea","Rural"
2885,"Tea","Urban"
2886,"Coffee","Rural"
2887,"Coffee","Rural"
2888,"Tea","Urban"
2889,"Coffee","Rural"
2890,"Coffee","Rural"
2891,"Coffee","Urban"
2892,"Coffee","Rural"
2893,"Tea","Urban"
2894,"Coffee","Urban"
2895,"Tea","Urban"
2896,"Coffee","Urban"
2897,"Coffee","Rural"
2898,"Tea","Rural"
2899,"Coffee","Urban"
2900,"Tea","Urban"
2901,"Tea","Rural"
2902,"Coffee","Urban"
2903,"Tea","Rural"
2904,"Coffee","Urban"
2905,"Tea","Rural"
2906,"Tea","Rural"
2907,"Tea","Rural"
2908,"Coffee","Urban"
2909,"Coffee","Urban"
2910,"Coffee","Rural"
2911,"Tea","Rural"
2912,"Tea","Urban"
2913,"Tea","Rural"
2914,"Coffee","Urban"
2915,"Tea","Rural"
2916,"Tea","Rural"
2917,"Tea","Rural"
2918,"Coffee","Rural"
2919,"Tea","Rural"
2920,"Tea","Rural"
2921,"Tea","Urban"
2922,"Tea","Urban"
2923,"Tea","Rural"
2924,"Coffee","Urban"
2925,"Coffee","Rural"
2926,"Coffee","Urban"
2927,"Tea","Rural"
2928,"Coffee","Rural"
2929,"Tea","Rural"
2930,"Coffee","Rural"
2931,"Coffee","Urban"
2932,"Tea","Urban"
2933,"Coffee","Urban"
2934,"Tea","Urban"
2935,"Coffee","Rural"
2936,"Tea","Urban"
2937,"Tea","Urban"
2938,"Tea","Urban"
2939,"Coffee","Urban"
2940,"Tea","Urban"
2941,"Coffee","Urban"
2942,"Tea","Rural"
2943,"Coffee","Urban"
2944,"Coffee","Urban"
2945,"Coffee","Urban"
2946,"Tea","Rural"
2947,"Coffee","Urban"
2948,"Tea","Rural"
2949,"Coffee","Urban"
2950,"Tea","Urban"
2951,"Tea","Urban"
2952,"Tea","Rural"
2953,"Coffee","Rural"
2954,"Coffee","Urban"
2955,"Tea","Urban"
2956,"Coffee","Rural"
2957,"Tea","Urban"
2958,"Coffee","Rural"
2959,"Coffee","Urban"
2960,"Coffee","Urban"
2961,"Coffee","Rural"
2962,"Coffee","Urban"
2963,"Coffee","Rural"
2964,"Coffee","Urban"
2965,"Coffee","Rural"
2966,"Coffee","Urban"
2967,"Tea","Rural"
2968,"Tea","Urban"
2969,"Coffee","Urban"
2970,"Coffee","Urban"
2971,"Tea","Rural"
2972,"Coffee","Urban"
2973,"Coffee","Urban"
2974,"Coffee","Urban"
2975,"Coffee","Urban"
2976,"Tea","Urban"
2977,"Tea","Rural"
2978,"Coffee","Urban"
2979,"Coffee","Rural"
2980,"Coffee","Urban"
2981,"Tea","Rural"
2982,"Tea","Urban"
2983,"Tea","Urban"
2984,"Tea","Urban"
2985,"Coffee","Urban"
2986,"Tea","Rural"
2987,"Tea","Rural"
2988,"Coffee","Urban"
2989,"Coffee","Urban"
2990,"Coffee","Rural"
2991,"Coffee","Urban"
2992,"Coffee","Urban"
2993,"Tea","Rural"
2994,"Coffee","Urban"
2995,"Coffee","Rural"
2996,"Coffee","Urban"
2997,"Coffee","Rural"
2998,"Tea","Urban"
2999,"Tea","Urban"
3000,"Coffee","Rural"
3001,"Coffee","Urban"
3002,"Coffee","Rural"
3003,"Tea","Urban"
3004,"Tea","Rural"
3005,"Tea","Urban"
3006,"Tea","Rural"
3007,"Tea","Rural"
3008,"Coffee","Urban"
3009,"Coffee","Rural"
3010,"Coffee","Rural"
3011,"Tea","Rural"
3012,"Coffee","Rural"
3013,"Tea","Rural"
3014,"Coffee","Urban"
3015,"Coffee","Urban"
3016,"Coffee","Urban"
3017,"Tea","Rural"
3018,"Coffee","Urban"
3019,"Tea","Rural"
3020,"Coffee","Urban"
3021,"Tea","Urban"
3022,"Coffee","Rural"
3023,"Tea","Urban"
3024,"Tea","Urban"
3025,"Coffee","Rural"
3026,"Coffee","Rural"
3027,"Tea","Rural"
3028,"Coffee","Rural"
3029,"Coffee","Urban"
3030,"Coffee","Rural"
3031,"Coffee","Rural"
3032,"Tea","Urban"
3033,"Coffee","Urban"
3034,"Coffee","Urban"
3035,"Coffee","Rural"
3036,"Tea","Urban"
3037,"Coffee","Urban"
3038,"Coffee","Urban"
3039,"Coffee","Urban"
3040,"Coffee","Rural"
3041,"Tea","Urban"
3042,"Tea","Urban"
3043,"Coffee","Urban"
3044,"Coffee","Urban"
3045,"Tea","Urban"
3046,"Tea","Rural"
3047,"Coffee","Urban"
3048,"Coffee","Rural"
3049,"Coffee","Urban"
3050,"Coffee","Rural"
3051,"Tea","Urban"
3052,"Coffee","Urban"
3053,"Tea","Rural"
3054,"Tea","Urban"
3055,"Coffee","Urban"
3056,"Coffee","Rural"
3057,"Coffee","Urban"
3058,"Tea","Rural"
3059,"Tea","Rural"
3060,"Coffee","Rural"
3061,"Coffee","Rural"
3062,"Coffee","Urban"
3063,"Coffee","Rural"
3064,"Coffee","Urban"
3065,"Coffee","Urban"
3066,"Coffee","Rural"
3067,"Coffee","Urban"
3068,"Tea","Rural"
3069,"Tea","Rural"
3070,"Coffee","Urban"
3071,"Coffee","Rural"
3072,"Tea","Rural"
3073,"Tea","Urban"
3074,"Tea","Urban"
3075,"Coffee","Urban"
3076,"Coffee","Rural"
3077,"Coffee","Urban"
3078,"Tea","Rural"
3079,"Tea","Rural"
3080,"Coffee","Rural"
3081,"Tea","Rural"
3082,"Coffee","Urban"
3083,"Coffee","Rural"
3084,"Coffee","Urban"
3085,"Coffee","Urban"
3086,"Tea","Urban"
3087,"Coffee","Rural"
3088,"Coffee","Urban"
3089,"Coffee","Urban"
3090,"Tea","Urban"
3091,"Coffee","Rural"
3092,"Coffee","Rural"
3093,"Tea","Urban"
3094,"Tea","Urban"
3095,"Coffee","Rural"
3096,"Coffee","Rural"
3097,"Coffee","Urban"
3098,"Coffee","Urban"
3099,"Coffee","Urban"
3100,"Tea","Urban"
3101,"Coffee","Urban"
3102,"Coffee","Rural"
3103,"Coffee","Urban"
3104,"Coffee","Rural"
3105,"Coffee","Urban"
3106,"Coffee","Urban"
3107,"Coffee","Rural"
3108,"Coffee","Urban"
3109,"Tea","Rural"
3110,"Tea","Urban"
3111,"Coffee","Urban"
3112,"Tea","Urban"
3113,"Coffee","Rural"
3114,"Coffee","Rural"
3115,"Coffee","Urban"
3116,"Coffee","Rural"
3117,"Coffee","Urban"
3118,"Coffee","Rural"
3119,"Tea","Rural"
3120,"Tea","Urban"
3121,"Tea","Urban"
3122,"Coffee","Urban"
3123,"Coffee","Rural"
3124,"Tea","Rural"
3125,"Tea","Urban"
3126,"Tea","Rural"
3127,"Coffee","Rural"
3128,"Tea","Urban"
3129,"Coffee","Urban"
3130,"Tea","Rural"
3131,"Coffee","Urban"
3132,"Coffee","Rural"
3133,"Coffee","Rural"
3134,"Coffee","Urban"
3135,"Coffee","Urban"
3136,"Coffee","Urban"
3137,"Tea","Urban"
3138,"Coffee","Urban"
3139,"Coffee","Urban"
3140,"Tea","Rural"
3141,"Coffee","Rural"
3142,"Coffee","Urban"
3143,"Coffee","Urban"
3144,"Tea","Urban"
3145,"Coffee","Urban"
3146,"Tea","Urban"
3147,"Tea","Urban"
3148,"Coffee","Rural"
3149,"Tea","Urban"
3150,"Tea","Urban"
3151,"Tea","Rural"
3152,"Tea","Rural"
3153,"Coffee","Urban"
3154,"Tea","Urban"
3155,"Coffee","Urban"
3156,"Coffee","Urban"
